"idRegistroEncuesta","idEstablecimiento","NombreEstablecimiento","NombrePropietario","Direccion","Ciudad","GPS","StickerQR","Canal","Localidad","SubLocalidad"
5274249,668414,Tienda bar la fortuna sajan,,CL 13 # 18 - 03,VILLAVICENCIO,"4.1331800996339165;-73.62016261355848",125007380,Tienda,5,1
4499827,141615,FAST FOOD LA 26,NO DECLARADO,KR 26 # 17 - 18,BUCARAMANGA,"7.13181562596244;-73.1207853998432",50902578,Comidas Rapidas,3,2
6725339,3283,TIENDA LA PREFERIDA,NO DECLARA,CL 68 # 8 S - 57,BARRANQUILLA,"10.926911354064941;-74.81612396240234",42004659,Tienda,4,2
6196843,22010875,NO TIENE,No dice,CL 57 C # 27 - 03,MEDELLIN,"6.24822998046875;-75.54802703857422",22010875,Tienda,8,2
6599574,480175,RESTAURANTE RUTA 66,Nodio,CL 75 # 66 - 70,BARRANQUILLA,"11.00808;-74.7964769",42026609,Restaurantes,2,4
5939628,531078,BBT LICORES ,,KR 21 # 44 - 30,BARRANQUILLA,"10.961591720581055;-74.79263305664062",42009055,Licoreria,5,1
4983157,587061,santa ana sandwich,,CL 10 A # 16 A - 22,GIRARDOTA,"6.376113414764404;-75.4494857788086",1224040936,Comidas Rapidas,1,1
6983196,1201253316,supertienda imilce,,KR 42 # 49 - 88,ARJONA,"10.254108742810786;-75.3440014924854",72002554,Tienda,3,1
5046526,3007067,CAFETERIA ECLIPSE,ISABEL CAMACHO,KR 8 # 2 - 18,NEIVA,"2.9231103;-75.2844425",92001806,LicoBar,4,1
6952831,238437,SUPERTIENDA  PAMAPALINDA,Dora,KR 62 # 2 B - 197,CALI,"3.404615640640259;-76.5501480102539",30401537,Autoservicio,19,2
5411063,50009088,Tienda felix,,CL 37 # 29 B - 346,GIRON,"7.076927390880883;-73.17523760721087",1224252692,Tienda,1,1
5946740,22014976,del flavor ,,KR 36 # 7 - 30,MEDELLIN,"6.207530975341797;-75.56645965576172",1224383918,Comidas Rapidas,14,1
6923680,399610,la mekateria,,CL 49 # 53 - 11,MEDELLIN,"6.249639987945557;-75.5709228515625",22050904,Cafeteria,10,1
4478948,491216,LA FRONTERA,,CL 2 # 5 - 09,FUSAGASUGA,"4.350391666666667;-74.36198833333333",0,Tienda,6,1
6711913,554053,SALON DE ONCES,mo,CL 36 SUR # 13 - 05,BOGOTA,"4.571720123291016;-74.11570739746094",17950191,Cafeteria,18,2
4860327,13670,LAS LATAS,no declara,CL 12 BIS # 71 G - 02,BOGOTA,"4.644569;-74.130519",17938830,Bar,8,1
7061179,188266,TIENDA CENTURION,NO DECLARADO,KR 22 # 25 - 59,CARTAGENA,"10.411203384399414;-75.53770446777344",72003814,Tienda,1,1
3999055,185853,NO TIENE,NO DECLARADO,KR 79 F # 40 SUR - 33,BOGOTA,"4.62480060343316;-74.1593231431767",10076366,Tienda,8,5
5128841,176966,TIENDA LA 109,wilson,KR 32 A # 109 - 44,MEDELLIN,"6.297923619858921;-75.5435929633677",20008828,Tienda,1,1
4977704,190002962,variedades cami,rosmery romero,CL 6 # 33 A - 47 SEC SAN VICENTE,PASTO,"1.2148481607437134;-77.29241180419922",190002962,Tienda,8,1
4718384,20240,NO TIENE,NO DECLARADO,CL 23 SUR # 15 I - 06,BOGOTA,"4.576426667;-74.24065833",10106197,Tienda,99,1
6706785,1224186604,cigarreria Karol,no tiene,AC 72 # 72 - 73,BOGOTA,"4.687719821929932;-74.09577178955078",17917307,Tienda,10,5
6745121,207336,TIENDA MILENIO,REBECA,CL 31 # 8 - 94,SANTA MARTA,"11.230043411254883;-74.20747375488281",80004098,Tienda,1,1
6179773,319406,TIENDA LA 3,,CL 66 A # 3 - 23,BUCARAMANGA,"7.0938354;-73.1277563",52003225,Tienda,8,1
6272843,483864,roxi,,KR 4 # 1 - 123,CARTAGO,"4.750497817993164;-75.9022216796875",62020683,Panaderia,1,1
5048017,623827,Granero la Bomba ,,KR 48 # 52 - 33,COPACABANA,"6.348883152008057;-75.50749206542969",200505890,Tienda,1,1
4238684,417177,granero dina,,KR 7 # 14 - 66,SAHAGUN,"8.94841276;-75.44544702",1210498231,Tienda,1,1
6932519,516676,antojitos al carbon,,CL 17 # 13 - 10,MOSQUERA,"4.719073295593262;-74.22527313232422",1224329384,Restaurantes,1,1
5148777,644196,SAMAN PANADERIA,gladis taborda,KR 4 # 11 - 32,CARTAGO,"4.750250816345215;-75.9134750366211",62021475,Panaderia,5,1
6368461,1210404519,autoservicio jerico,,CL 3 # 34 - 05,VILLAVICENCIO,"4.117513656616211;-73.63095092773438",1224399493,Tienda,7,1
5759825,349526,CALLEJERA,luisa,KR 24 B # 60 - 05,MANIZALES,"5.059532165527344;-75.48921203613281",62005548,Restaurantes,8,1
7044466,400063,ESTANQUILLO ELTREBOL,jessica giraldo,KR 7 # 39 - 14,PEREIRA,"4.816597938537598;-75.71109771728516",60037862,Licoreria,3,2
4921662,571482,tienda hernandez,,KR 24 BIS # 29 - 68,PASTO,"1.220906674861908;-77.26732271723449",0,Tienda,11,1
7000391,119734,TIENDA LA MILAGROSA,Jose,CL 17 # 24 - 04,BARANOA,"10.79455167;-74.90959333",40903435,Tienda,1,1
6494667,906730,comidas rapidas,no da ,CL 20 # 2 A - 11,BOGOTA,"4.5805983543396;-74.21244049072266",18016398,Comidas Rapidas,99,5
5077484,131166,CAMPO DE TEJO EL YAGO,marco tulio diaz,CL 89 # 89 A - 26,BOGOTA,"4.71121805090808;-74.0974820325501",10591195,Cancha de Tejo,10,1
6643086,153109,el servidor,,KR 37 # 107 A - 22,MEDELLIN,"6.294640064239502;-75.54589080810547",22036635,Autoservicio,1,1
3910172,1224047416,LA BODEGA,NO DECLARADO,TV 31F 4B 115,PALMIRA,"3.5057;-76.3125",0,Restaurantes,1,2
6884035,725719,PAPELERIA CRESPO,,CL 70 # 3 - 39,CARTAGENA,"10.444827703037532;-75.51778326927924",0,Papeleria,1,1
6755665,363270,la romana pizza,,KR 10 # 15 - 17,ZIPAQUIRA,"5.030753135681152;-73.99903869628906",1224033157,Comidas Rapidas,3,1
6456289,568471,alejandria,,CL 10 # 19 - 10,CARTAGO,"4.735385417938232;-75.909912109375",62024389,Tienda,2,1
6508364,100756,EL CASERITO,NO DECLARADO,CL 61 # 50 D - 06,MEDELLIN,"6.259270191192627;-75.56461334228516",22057143,Restaurantes,10,2
6796583,468234,Minimercado y Fruver La Maria,,KR 35 # 43 B - 66,EL CARMEN DE VIBORAL,"6.092965;-75.34062",1224057431,Autoservicio,1,1
6421143,246348,RESTAURANTE  EL MANANTIAL,andres ,KR 12 H # 68 A - 117,SOLEDAD,"10.90478365;-74.80544792",40902477,Tienda,3,1
4907897,569367,la tradicion,,KR 51 # 45 A - 48,EL SANTUARIO,"6.1360275;-75.2676299",1224196229,Autoservicio,1,1
6894442,62003430,ELRESTAURANTE,ferney marin,KR 20 # 18 - 53,MANIZALES,"5.0689673;-75.5197413",62026925,Restaurantes,3,1
6425315,793874,Cafeteria la 9,Susana Arrieta,CL 9 A # 14 - 16,DUITAMA,"5.8253887156024575;-73.03848492912948",132009588,Cafeteria,1,1
6600581,926502,LICORERIA BAR METROPOLIS,NO DECLARADO,MZ D3 LT 2 SEC METROPOLI,CUCUTA,"7.935219397768378;-72.49161142855883",110011456,LicoBar,6,1
5086282,243403,LA 53,margo,KR 53 # 9 A SUR - 73,MEDELLIN,"6.200610160827637;-75.59049987792969",22032766,Tienda,15,1
5303219,468230,colonial 2,,KR 21 # 23 - 73,LA CEJA,"6.034257193095982;-75.43114881031215",1210697073,Tienda,1,1
5146142,643600,DROGERIA ESPANA,sebasttia  ,CL 8 A # 19 - 03,VILLAVICENCIO,"4.1312638;-73.6197441",0,Drogueria,5,1
6594471,4661,TIENDA MANANTIAL,NO DECLARADO,CL 50 # 19 B - 03,BARRANQUILLA,"10.96360969543457;-74.7998275756836",40016849,Tienda,3,5
7057618,495071,Tienda la bonga ,Jairob,CL 27 # 18 - 20,MONTERIA,"8.745948791503906;-75.87370300292969",143005040,Tienda,5,2
6824347,6968,MERCADOS LA PENITA,No informa,CL 20 E # 42 - 04,BELLO,"6.3082804679870605;-75.5505142211914",20400554,Autoservicio,2,2
6657731,938423,happy nigh,jhon,KR 3 # 11 - 44,CALI,"3.45296049118042;-76.53285217285156",32039128,Bar,3,1
7068932,396037,PANADERIA Y CAFETERIA EL GORDO,,KR 27 # 21 - 27,DUITAMA,"5.82248067855835;-73.02465057373047",132008635,Panaderia,5,1
6472377,3004946,Legumbres La 90,,KR 90 # 76 D - 78,MEDELLIN,"6.283692836761475;-75.59385681152344",22005137,Tienda,7,1
5019581,1210109120,TIO MOGOYON ,,CL 22 # 1 A 5 - 21,MALAMBO,"10.856577335885111;-74.78805478879686",1210109120,Tienda,3,1
6591648,33043,epanadas del tolima,no informa,CL 68 A SUR # 80 H - 36,BOGOTA,"4.607124;-74.1906669",17913907,Comidas Rapidas,7,3
7013620,521460,PANADERIA CROISSANT,Gilberto ,KR 18 L # 69 K SUR - 44,BOGOTA,"4.552949905395508;-74.15178680419922",17967167,Panaderia,19,5
6640921,256517,no tiene,raur,CL 25 B # 80 C - 43,BELLO,"6.315795;-75.58481",22003577,Tienda,3,2
3335696,233876,NO TIENE,NO DECLARA,TV 79 D # 73 SUR - 23 LC 1,BOGOTA,"4.60618893817934;-74.1986889397914",10607890,Cafeteria,7,3
5997302,805751,ESTANCOS LOS RECUERDOS DE ELLA,David,KR 7 # 45 - 71,NEIVA,"2.9529006481170654;-75.29070281982422",92009697,Licoreria,2,2
6905532,625734,tienda la economia,NO DECLARADO,CL 36 CS 27 51 SEC SANTANDER,ARMENIA,"4.5258;-75.6886904",62018899,Tienda,4,1
7009308,179375,tienda don omar,,KR 6 # 4 - 24,SANTA MARTA,"11.252977377735078;-74.20806812122464",82001271,Tienda,3,1
4589211,32022672,LICORES LY R,nolberto,CL 31 # 36 - 11,CALI,"3.42107997;-76.51393921",32022672,Licoreria,11,1
5225207,347451,VENEZIA EXPRESS,,CL 15 # 18 - 26,DUITAMA,"5.825569152832031;-73.03305053710938",132005299,Panaderia,1,1
4856424,561272,SUPER SHADAY,,CL 34 # 10 B - 71,SOGAMOSO,"5.7340364484116435;-72.91615867987275",132007280,Tienda,1,1
5177565,650987,tienda shadday,nilson daniel castañeda ,CL 27 A # 45 - 3,BARRANCABERMEJA,"7.039438321153569;-73.84362956434153",260002069,Tienda,4,1
6990311,577941,tienda la ceiba,,CL 13 A # 22 - 3,MALAMBO,"10.866985101286911;-74.77372628524543",42025990,Tienda,2,1
6745489,438663,Tienda la mona,,CL 60 # 34 E - 69,BARRANCABERMEJA,"7.068839073181152;-73.8396987915039",260001928,Tienda,5,1
6750611,697424,Pandebonos,,CL 15 # 11 - 64,BARBOSA,"6.436079021825198;-75.3299182394885",1224407139,Cafeteria,1,1
7054404,216882,TIENDA LA 34,anguie ,CL 34 # 7 - 33,BUCARAMANGA,"7.1172099113464355;-73.1329116821289",52025388,Tienda,5,1
7013704,96236,MISCELANEA ITALICA,gustavo marin,CL 19 # 15 - 37,MANIZALES,"5.07183649;-75.51988901",62010125,Tienda,3,1
4862369,327087,CAFETERIA LA GRAN 18,,CL 18 # 10 - 35,CHIQUINQUIRA,"5.617950439453125;-73.81582641601562",132002620,Cafeteria,1,1
6612755,154632,"0",NO DECLARADO,KR 95 # 78 A - 26,MEDELLIN,"6.289979934692383;-75.59515380859375",22020262,Tienda,7,1
6946625,569635,panaderia y reposteria sanrorini,,KR 45 # 37 - 06,BELLO,"6.324038028717041;-75.54833984375",22052144,Panaderia,2,2
5983155,237508,TIENDA LA FAVORITA,angel arango,CL 72 Y # 27 A - 24,CALI,"3.4241883;-76.4864483",30046802,Tienda,13,1
6809892,302748,DROGUERIA LEIDEN PABLO VI,NO DECLARADO,TV 15 # 41 - 30,BOGOTA,"4.594967365264893;-74.20086669921875",18006856,Drogueria,99,3
6890489,936729,IMPERIAL STREET GRILL,NO DECLARADO,CL 18 # 8 - 70,TUNJA,"5.530724048614502;-73.36121368408203",132013520,Comidas Rapidas,5,2
6873311,581240,RESTAURANTE PICAPIEDRA,carmen ,CL 49 # 1 - 67,BARRANCABERMEJA,"7.0593132972717285;-73.87417602539062",260002013,Restaurantes,1,1
7053901,460552,asaderos caicedo,,KR 13 # 5 - 11,PASTO,"1.1991090774536133;-77.28180694580078",190002549,Restaurantes,6,1
5775555,191321,EL VENTIADERO,NO  APLICA,KR 66 # 97 - 117,MEDELLIN,"6.292920168489218;-75.56984776630998",20030475,Tienda,5,1
4920512,302204,TDA EL BOLSILLO ,,CL 37 A1 # 13 - 25,SOLEDAD,"10.906845009885728;-74.77584566920996",42004740,Tienda,2,3
3188205,130097,NO TIENE,CARMENZA ROMERO,CL 71 P SUR # 27 K - 03 SUR P 2,BOGOTA,"4.5492303;-74.1629174",10581600,Billar,19,5
6681591,943664,Restaurante el Mono,Orlando,CL 20 SUR # 28 - 06,IBAGUE,"4.4224016666666675;-75.25399",18065320,Restaurantes,13,2
6954533,209615,SU ESTANQUILLO,NO DECLARADO,KR 15 # 152 - 03,PEREIRA,"4.80791348;-75.8050677",62014822,Licoreria,99,1
5156513,433911,RESTAURANTE MAVA ,maria ordoñez,KR 14 # 2 - 96,POPAYAN,"2.445535;-76.6121734",180001660,Restaurantes,4,1
4434932,484754,CAFETERIA MARCELA ,,CL 12 # 22 - 75,ACACIAS,"3.985321;-73.7659673",0,Tienda,1,1
6681827,944383,refresqueria y estadero la familia,,CL 20 # 41 - 57,CIENAGA,"11.0043276;-74.2290175",82009605,Restaurantes,2,1
6646532,499355,Minimercado el cortijo,,CL 6 # 2 A - 04,SOGAMOSO,"5.705173616297543;-72.9228790383786",132010467,Tienda,1,1
4274469,159843,ROYCE,,AV 37 # 44 - 20,BELLO,"6.33133026;-75.54210792",1210202671,Tienda,2,2
5916816,629125,TIENDA SANDRA,na,KR 71 # 94 - 136,MEDELLIN,"6.290383815765381;-75.57453155517578",22032859,Tienda,5,1
6127035,77257,ASADOS Y RESTAURANTE SABOR CRIOLLO,CECILIA,CL 62 B # 1 A9 - 80 LC 4C,CALI,"3.479905;-76.4927421",32008817,Restaurantes,5,1
6660978,939620,tienda,luis,CL 1 # 51 - 23,BUENAVENTURA,"3.87795367;-77.01415773",18004913,Tienda,8,1
6480663,175730,la cañada,,CL 110 A # 30 A - 13,MEDELLIN,"6.2982669;-75.5421536",0,Tienda,1,1
7056378,11223,YORSHS,Marta,AK 80 # 45 A SUR - 43,BOGOTA,"4.6203421;-74.1675441",10918695,Comidas Rapidas,8,9
4361844,413969,MATHY DESECHABLES ,NO DECLARADO,CL 142 F # 129 A - 95,BOGOTA,"4.7492660488933325;-74.11225366406143",17949633,Tienda,11,7
4030363,127698,PIZZAS LASAGNAS,no declara,CL 4 G # 56 - 17,BOGOTA,"4.62357466400005;-74.116617237",10922893,Comidas Rapidas,16,4
6522655,417097,LA BODEGUITA DE HUGO,Bodeguita d hugo,CL 63 # 128 - 115,MEDELLIN,"6.278989791870117;-75.63481140136719",22038693,Autoservicio,7,2
6643474,934450,comidas rapidas el cariñoso,,KR 13 # 21 - 18,CIENAGA,"11.0046248;-74.2490937",82009462,Comidas Rapidas,4,1
6962489,669181,EL BOSQUE,NO DECLARADO,KR 15 # 2 - 74,SOGAMOSO,"5.708449264056981;-72.93796612881124",132010354,Autoservicio,1,1
6887622,384569,TIENDA JOSE,NA,KR 41 # 28 - 45,MEDELLIN,"6.226808333333334;-75.56731833333333",22061764,Tienda,10,2
7050646,105697,VIDA VITAL, no responde ,KR 70 # 30 A - 44,MEDELLIN,"6.232759952545166;-75.59139251708984",22044535,Drogueria,16,1
6358854,237765,Tiendq Mixtq,Doris,KR 26 B1 # 76 - 42,CALI,"3.4369502775371075;-76.47885116748512",32028051,Tienda,14,2
4690478,471743,LICORERIA LA 28 ,james ferrer,KR 28 # 45 - 68,MEDELLIN,"6.23713;-75.55273833333334",22021969,Licoreria,9,1
4408865,14508,L8COBAR RUIZ,NO DECLARADO,CL 134 # 94 B - 20,BOGOTA,"4.733705307;-74.08849491",10555283,LicoBar,11,6
6663538,939525,toky,pompilio rodriguez,KR 8 NORTE # 28 B N - 30,BUCARAMANGA,"7.158037183333333;-73.13711183333334",52026065,Tienda,1,1
6212093,587411,TDA SILVANA ,,KR 8D # 97 - 36,BARRANQUILLA,"10.954397201538086;-74.82715606689453",42018156,Tienda,3,3
6252535,855853,serviteca las vallas sas,,CL 31 # 34 - 51,VILLAVICENCIO,"4.143270015716553;-73.635498046875",1224167334,Restaurantes,6,1
6762853,958357,miscelanea leidy,leidy ,CL 37 # 30 - 23,CALARCA,"4.531557559967041;-75.64435577392578",62033803,Tienda,1,1
3779972,340388,MAX MANDINGAS ,ruth rodriguez ,KR 55 # 1 - 09,MEDELLIN,"6.20818519592;-75.5872955322",22008746,Comidas Rapidas,15,1
6831037,711377,DONDE YOLA,YOLANDA ALVARADO,CL 20 SUR # 40 SUR - 03,VILLAVICENCIO,"4.104972998611629;-73.64826042205095",125006815,Tienda,8,1
7010252,756727,in coffee we trust,,KR 8 # 17 - 74,CALI,"3.450791835784912;-76.52595520019531",1224284448,Cafeteria,3,1
6930611,417665,panaderia catedral,,KR 5 # 13 - 112,CARTAGO,"4.749109745025635;-75.9158706665039",62020808,Panaderia,5,1
4463819,121559,TIENDA EL CAMI,NO DECLARADO,KR 9 E # 98 D - 53,BARRANQUILLA,"10.95733416;-74.83013508",42016168,Tienda,3,3
3572146,207084,miscelánea solecito,socorro quebrada,KR 37 # 33 - 11,PEREIRA,"4.79200107301562;-75.7115332826021",62002561,Tienda,17,2
6488335,193338,TDA LUCHO LA 34,,CL 34 # 32 - 04,BARRANQUILLA,"10.971187591552734;-74.78154754638672",42017038,Tienda,5,1
6485246,667871,PROVEEDURIA SNOOPY,,CL 16 # 65 GG - 46,MEDELLIN,"6.221363333333333;-75.58783833333334",1200600519,Tienda,15,1
6987429,187576,RESTAURANTE LAS DELICIAS DE LA MONA,jhosely lopez,KR 11 B # 28 - 03,CALI,"3.44901061058044;-76.5159454345703",32030477,Restaurantes,8,1
5000137,1224065079,mi pequeña tienda ,,CL 7 # 31 A - 09,VILLAVICENCIO,"4.123928463086486;-73.62949971109629",125005714,Tienda,7,1
5825089,643466,COMIDAS RAPIDAS,marina ,CL 12 # 4 - 90,UBATE,"5.309956320561469;-73.81066055037081",205000792,Comidas Rapidas,1,1
4937627,575619,mic market,,KR 27A # 122 - 27 LC 1,FLORIDABLANCA,"7.0838799476623535;-73.10761260986328",1218745577,Tienda,2,2
5214832,654210,LA LICORERA,laura,CL 86 AE # 33 - 73,MEDELLIN,"6.279245596379042;-75.54577896371484",22034170,Licoreria,3,1
6455807,341653,TIENDA LA CASITA,,KR 85 A # 97 C - 08,MEDELLIN,"6.299343109130859;-75.58496856689453",22009141,Tienda de barrio,6,1
6998725,583585,DONDE JOSELITO,jose jimenez,KR 6 # 9 - 04,SILVANIA,"4.4031515;-74.3870331",200004458,Panaderia,1,1
6885886,585870,SUPERMERCADO MORIONES,gustavo,CL 67 NORTE # 12 - 173,POPAYAN,"2.485089492984116;-76.56821667216718",180007788,Tienda,2,1
6213440,321569,RESTRAURANTE FOGON DEL TOLIMA,no informa,KR 41 A # 3 B - 25,BOGOTA,"4.614160060882568;-74.11148834228516",18014033,Restaurantes,16,3
6220726,370117,alamacen el rey,,KR 1 # 17 - 46,MOSQUERA,"4.710912227630615;-74.22046661376953",122472610,Tienda,1,1
6763983,645821,DISTRIBUIDORA DE CARNES DON JUAN,juan,KR 4 # 1 - 04,SOGAMOSO,"5.7002595;-72.9237173",132010477,Autoservicio,1,1
6957683,507124,CAFETERIA EL RINCON TOLEDANO,,AV 1 # 18 ESTE - 54,CUCUTA,"7.878970163874328;-72.49833270907402",110010661,Restaurantes,2,1
6648680,150158,COMIDAS RAP PAN DELICIAS DEL CARMEN,No da nombre,KR 1 B # 11 G - 43,MALAMBO,"10.851990699768066;-74.7835464477539",42025323,Panaderia,3,1
7068923,91439,brank burguer,,KR 34 # 32 - 93,GIRON,"7.068110466003418;-73.17738342285156",52014985,Comidas Rapidas,1,2
4834861,557633,TIENDA  GIL,GILDARDO  PIEDRAHITA ,CL 7 # 3 - 35,ROLDANILLO,"4.419576168060303;-76.15414428710938",62023373,Tienda,1,1
6587903,6558,MERCADITO LA LLAVE,NO DECLARADO,KR 8 H # 41 - 157,BARRANQUILLA,"10.9492486;-74.7976542",42026604,Tienda,5,5
6261333,156545,TIENDA D LEYDI,leydi,KR 8 # 5 - 102,PIEDECUESTA,"6.988922595977783;-73.05056762695312",52021055,Tienda,1,2
6934119,419040,Mercar y Mercar,,CL 41 # 67 - 03,RIONEGRO,"6.1485856;-75.3876484",1200665935,Autoservicio,4,1
6357529,485095,MINI TIENDA MUNOZ,edgar santamaria ,CL 39 C # 24 - 33,VILLAVICENCIO,"4.157225608825684;-73.6318130493164",125007186,Tienda,1,1
6936295,896313,SANTO PAN,no refiere,KR 99 # 57 B - 15,MEDELLIN,"6.272630214691162;-75.60896301269531",22055337,Panaderia,7,2
4544460,440051,Variedades Yamisol,,KR 51 # 98 - 04,MEDELLIN,"6.291634845547378;-75.55993365123868",22016899,Miscelanea,2,2
7013594,300963,PROVISIONES LOS GEMELOS,GERARDO ,KR 3 # 28 - 03,VALLEDUPAR,"10.4669828414917;-73.23314666748047",160009593,Tienda,2,1
3836863,349786,variedades don antonio,NO DECLARADO,CL 20 # 3 - 49,VALLEDUPAR,"10.4703483582;-73.2362060547",160005971,Tienda,1,1
3928458,22011093,STEAK HOUSE,NO DECLARADO,KR 89 A # 37 - 05,MEDELLIN,"6.2483995;-75.6113813",22011093,Carniceria,12,1
5495584,22011276,cheese and bacon,,KR 50 B # 123 - 41,MEDELLIN,"6.30652006;-75.55246501",1224082992,Comidas Rapidas,2,1
5567625,679601,no tiene ,no da ,KR 7 # 9 SUR - 06,BOGOTA,"4.563738183333333;-74.23085183333333",17989653,Tienda,99,1
4197151,427480,cafe,maria,CL 1 F # 4 - 23,BOGOTA,"4.58712088;-74.0779411",17943922,Cafeteria,3,3
7058848,680245,pocholas bar,viviana,CL 2 A # 28 C - 03,VILLAVICENCIO,"4.118679673410952;-73.6241368856281",125007769,Bar,7,1
7032053,478043,cafeteria balcon,no dice,CL 5 # 10 - 13,SANTA MARTA,"11.19398807;-74.21861878",82008076,Cafeteria,7,2
6731070,54845,SUPERMERCADO 3 ESTRELLAS,No indica,KR 46 # 69 G SUR - 11,BOGOTA,"4.5723180333333335;-74.15880135",10105951,Autoservicio,19,4
5457649,201960,LA PIKARIKA,,KR 31 # 114 - 23,BARRANQUILLA,"10.978031158447266;-74.83847045898438",42024757,Comidas Rapidas,3,1
5313400,174486,TIENDA LOS ESPARTANOS,no declara,CL 42 A CS 40 B SEC SAN LUIS,IBAGUE,"4.44628505;-75.20975273333333",100005292,Tienda,4,1
6525233,195705,GRANEROSABORCAQUETENO,no da ,KR 139 # 142 A - 24,BOGOTA,"4.748310089111328;-74.1141586303711",17906824,Tienda,11,7
6269277,567541,merka bosque,,KR 55 # 14 B - 90,RIONEGRO,"6.12622807;-75.38372288",1210604443,Tienda,2,1
4961924,510409,villa claudia,arnulfo garcia,CL 10 # 31 - 51,VILLAVICENCIO,"4.1253180503845215;-73.62921905517578",125004186,Tienda,7,1
4859886,562058,TIENDA YIYO,wilder ordoñez,CL 21 # 16 - 11,TULUA,"4.090848;-76.2025134",170002337,Tienda,7,1
6380673,114448,RESTAURANTE DONDE CALI,CALI,MZ 5 CS 7 SEC ACODIS,SANTA MARTA,"11.213990463875234;-74.18790662661195",82007016,Restaurantes,9,2
4812099,194962,GARAJE GOURMET,dayana perez,CL 63 # 20 - 15,BOGOTA,"4.650544166564941;-74.0701904296875",10114291,Restaurantes,13,1
6867357,567377,la fonda antioqueña,,KR 13 # 18 - 59,ARMENIA,"4.532895565032959;-75.67189025878906",62024490,Restaurantes,7,1
3730664,324460,CARNOCERIA LA GRANJA,alicia cortez,AV 26 # 26 - 36,NEIVA,"2.9104322;-75.2693225",920005564,Carniceria,6,2
5476599,704388,RICO LICOR,LILIANA,CL 15 # 12 - 42,DUITAMA,"5.830079078674316;-73.03559112548828",132011000,LicoBar,1,1
5333789,679428,RESTAURANTE EL TORTILLAZO,maria lucero,CL 22 # 3 - 14 SEC SAN VICENTE,IPIALES,"0.8325727581977844;-77.64509582519531",341901461,Restaurantes,1,1
5582144,439776,tienda mixta,martha,CL 3 C OESTE # 94 A - 152,CALI,"3.373784168648258;-76.55764448952117",32040447,Tienda,18,1
6798583,554355,Akex,Alex,KR 41 # 56 - 15,CALI,"3.4038190841674805;-76.49898529052734",32037997,Tienda,15,2
6944553,445955,RESTAURANTE EL BUEN GUSTO,NO DECLARADO,CL 67 SUR # 78 J - 51,BOGOTA,"4.60407018661499;-74.18798828125",17979401,Restaurantes,7,3
6330389,728294,DROGERIA AMAZONAS,NO DECLARADO,AC 145 # 143 B - 54,BOGOTA,"4.7526467;-74.115835",18011906,Drogueria,11,7
7041036,988813,GRANERO ALEJANDRA,no responde,CL 67 SUR # 88 B - 04,BOGOTA,"4.624529838562012;-74.19483184814453",18035555,Tienda,7,2
6766105,751276,tienda yamile ,yamile ,CL 33 # 35 - 69 MZ 1 LT F SEC F CS 12,GIRON,"7.069394111633301;-73.17821502685547",52023472,Tienda,1,2
6360548,31321,HAZAR CAFE,Noda,CL 64 # 14 - 63,BOGOTA,"4.65172004699707;-74.06497955322266",17995763,Bar,12,3
5095017,191040,TIENDA,HENRIQUE AICARDI,KR 42 A # 84 - 20,MEDELLIN,"6.2759485;-75.550919",22022755,Tienda,3,1
5537294,711558,Tienda victoria,Sandra,KR AUTOPISTA NORTE,BELLO,"6.3298405;-75.5583757",22034538,Tienda,1,2
7036248,568324,VINOTINTOS,nn,KR 9 # 18 - 51,TUNJA,"5.531005859375;-73.36148834228516",132009514,Licoreria,5,2
3243975,214707,NO TIENE,CESAR GOMEZ,CL 21 SUR # 12 B ESTE - 16,BOGOTA,"4.56557732800007;-74.0800807159999",17907772,Tienda,4,3
6461668,843278,TIENDA MISCELANEA LOS 3 ANGELES,carmen,CL 10 # 17 - 71,ACACIAS,"3.98302954;-73.76164398",125010591,Tienda,1,1
4576102,32008318,MEGAFRUVER VILLACOLOMBIA,CLAUDIA,CL 52 # 10 - 31,CALI,"3.4506315;-76.4987217",32014776,Fruver,8,2
5009420,376011,PENIEL,NO INFORMA,KR 1 ESTE # 27 B SUR - 46,BOGOTA,"4.5644702;-74.0904724",17950429,Tienda,4,3
7044596,577112,arepas y arepas gourmet,,AV 15 # 12 - 105,CUCUTA,"7.881941795349121;-72.51456451416016",110006189,Comidas Rapidas,1,1
6497396,116275,no tiene,NO DECLARADO,KR 15 # 67 A - 24,SOLEDAD,"10.912970542907715;-74.80221557617188",40031709,Tienda,1,2
6834334,138481,PAN LA AVENI,mireya,KR 7 H # 65 D SUR - 74,BOGOTA,"4.5334349339827895;-74.11542730405927",17994168,Panaderia,5,1
3107727,153675,la mona de bolivar,NO DECLARADO,KR 51 # 41 - 95,MEDELLIN,"6.24284258552377;-75.5716886444855",20900977,Restaurantes,10,1
6666905,840967,comidas rapidas laura viviana,,CL 13 OESTE # 6 OESTE - 40,TOCANCIPA,"4.966772203333676;-73.91189985908568",1224042938,Comidas Rapidas,1,1
6652436,144815,tienda mixta,orlando gallego,KR 28 F # 72 Q - 27,CALI,"3.42029167446964;-76.4960225666604",30032885,Tienda,13,2
5944879,123933,DROGUERIA FAMY EXPRESS CLL 139,NO DECLARADO,CL 139 # 103 F - 53,BOGOTA,"4.740506666666667;-74.09646",10302270,Drogueria,11,6
